,Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Postal_Code,Age,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_Name
174,11834,3649851,No,2,0,E3,27.27,-31.14,-45.89,Yes,Yes,Male,Direct,11,201301,34,Tamil Nadu,07-06-2013,Joined,ERS,Noida,North
175,143,2458879,No,5,30,E0,22.22,-60,-67.27,No,No,Female,Direct,1,201301,27,Karnataka,26-02-2013,Joined,ERS,Noida,North
176,483,3758183,Yes,6,60,E2,33.74,18.31,-11.54,Yes,No,Male,Employee Referral,7,201301,32,Karnataka,06-05-2013,Joined,ERS,Noida,North
177,529,2118024,No,38,60,E1,33.33,24.44,-6.67,No,No,Male,Employee Referral,4,201301,29,Karnataka,17-11-2013,Joined,ERS,Noida,North
178,804,2166676,No,4,30,E1,33.33,52.22,14.17,No,Yes,Female,Employee Referral,3,201301,28,Karnataka,27-07-2014,Joined,ERS,Noida,North
179,900,2179394,Yes,36,45,E1,33.33,31.11,-1.67,No,No,Male,Direct,4,201301,26,Karnataka,26-01-2013,Joined,ERS,Noida,North
180,1193,2207185,Yes,20,30,E1,148.62,65.75,-33.33,No,No,Male,Direct,2,201301,27,Karnataka,24-02-2013,Joined,ERS,Noida,North
181,2707,2341282,No,31,60,E2,33.33,33.33,0,No,No,Female,Agency,6,201301,34,Karnataka,25-06-2013,Joined,ERS,Noida,North
182,3838,2416851,No,1,30,E1,51.52,32.42,-12.6,No,No,Male,Direct,4,201301,34,Karnataka,04-10-2013,Joined,ERS,Noida,North
183,4153,2441006,No,0,90,E1,54.96,15.7,-25.33,No,No,Male,Agency,4,201301,27,Karnataka,24-12-2013,Joined,ERS,Noida,North
184,7781,3230326,No,2,30,E1,33.33,53.33,15,No,No,Male,Agency,3,201301,29,Karnataka,05-12-2013,Joined,ERS,Noida,North
185,7857,3238267,Yes,12,30,E1,40,38,-1.43,No,No,Male,Agency,3,201301,28,Karnataka,15-09-2013,Not Joined,ERS,Noida,North
186,8420,3270464,Yes,7,30,E1,33.33,0,-25,No,Yes,Male,Agency,2,201301,24,Karnataka,13-11-2013,Joined,ERS,Noida,North
187,9428,3347460,No,1,30,E1,37.5,37.5,0,No,No,Male,Direct,5,201301,34,Karnataka,12-08-2013,Joined,ERS,Noida,North
188,10115,3407788,No,47,60,E1,38.3,38.3,0,Yes,No,Male,Agency,3,201301,34,Karnataka,13-04-2014,Joined,ERS,Noida,North
189,10381,3442945,Yes,26,30,E1,33.33,44.44,8.33,Yes,No,Female,Agency,4,201301,34,Karnataka,05-02-2013,Not Joined,ERS,Noida,North
190,10383,3442953,No,4,30,E1,37.65,31.58,-4.41,No,No,Male,Agency,3,201301,34,Karnataka,05-02-2013,Joined,ERS,Noida,North
191,10964,3511533,Yes,17,30,E2,27.25,3.39,-18.75,No,No,Male,Direct,6,201301,34,Karnataka,13-04-2013,Joined,ERS,Noida,North
192,10989,3512539,Yes,11,30,E1,93.55,61.29,-16.67,No,No,Male,Direct,3,201301,34,Karnataka,19-04-2013,Joined,ERS,Noida,North
193,1529,2224384,Yes,19,45,E1,12.5,0,-11.11,No,Yes,Female,Direct,5,201301,28,Odisha,22-05-2013,Joined,ERS,Noida,North
194,1714,2239150,Yes,7,45,E1,18.18,-18.18,-30.77,No,No,Female,Agency,3,201301,28,Odisha,28-03-2013,Not Joined,ERS,Noida,North
195,6317,2814111,No,13,60,E1,22.22,-13.33,-29.09,No,No,Female,Agency,2,201301,24,Odisha,07-05-2013,Joined,ERS,Noida,North
196,6903,2922776,No,4,60,E2,33.33,138.89,79.17,No,No,Male,Agency,9,201301,35,Odisha,08-07-2013,Not Joined,ERS,Noida,North
197,7250,3046141,No,12,45,E2,34.23,15.05,-14.29,No,No,Male,Agency,8,201301,30,Odisha,15-07-2013,Not Joined,ERS,Noida,North
198,7521,3211435,No,4,30,E1,33.33,-27.78,-45.83,No,No,Male,Employee Referral,1,201301,24,Odisha,23-09-2013,Joined,ERS,Noida,North
199,8161,3257026,No,31,30,E1,21.43,16.07,-4.41,No,No,Male,Agency,3,201301,28,Odisha,09-12-2013,Joined,ERS,Noida,North
200,8583,3283465,No,28,30,E1,33.33,31.11,-1.67,No,Yes,Male,Agency,3,201301,25,Odisha,23-12-2013,Joined,ERS,Noida,North
201,8630,3284828,Yes,8,60,E1,33.33,-3.33,-27.5,No,No,Male,Agency,3,201301,26,Odisha,04-01-2014,Joined,ERS,Noida,North
202,10027,3390129,Yes,2,30,E1,55.56,53.33,-1.43,No,No,Female,Direct,3,201301,34,Odisha,29-06-2014,Joined,ERS,Noida,North
203,11416,3599872,Yes,1,30,E1,38.89,73.61,25,No,No,Male,Agency,1,201301,34,Odisha,24-03-2013,Joined,ERS,Noida,North
204,12005,3691790,No,1,30,E3,37.06,21.83,-11.11,Yes,No,Male,Employee Referral,10,201301,34,Odisha,08-07-2013,Joined,ERS,Noida,North
205,1331,2215484,No,11,30,E1,33.33,31.11,-1.67,No,No,Male,Direct,3,201301,27,Rajasthan,04-04-2013,Joined,ERS,Noida,North
206,1492,2222811,No,1,0,E1,12.82,-25.54,-34,No,No,Male,Direct,8,201301,32,Rajasthan,16-05-2013,Joined,ERS,Noida,North
207,1670,2228955,Yes,52,120,E1,33.33,-13.33,-35,No,No,Male,Employee Referral,2,201301,26,Rajasthan,16-03-2013,Not Joined,ERS,Noida,North
208,1732,2242358,Yes,10,75,E1,33.33,71.11,28.33,No,No,Male,Employee Referral,4,201301,32,Rajasthan,31-03-2013,Not Joined,ERS,Noida,North
209,4018,2424593,Yes,72,60,E1,18.18,13.64,-3.85,No,No,Male,Agency,5,201301,35,Rajasthan,26-11-2013,Joined,ERS,Noida,North
210,4783,2483345,No,5,30,E1,50,62.5,8.33,No,No,Male,Direct,3,201301,26,Rajasthan,30-01-2014,Joined,ERS,Noida,North
211,5015,2545162,Yes,64,30,E1,12,-16,-25,Yes,No,Male,Direct,3,201301,26,Rajasthan,09-01-2013,Joined,ERS,Noida,North
212,5316,2569721,Yes,75,60,E2,13.64,-6.82,-18,No,No,Male,Employee Referral,6,201301,30,Rajasthan,04-01-2014,Joined,ERS,Noida,North
213,9706,3360242,Yes,4,30,E1,34.8,34.8,0,No,No,Male,Employee Referral,3,201301,34,Rajasthan,10-09-2013,Not Joined,ERS,Noida,North
214,10327,3430377,No,3,45,E1,56.25,35.42,-13.33,No,No,Male,Direct,4,201301,34,Rajasthan,21-01-2013,Joined,ERS,Noida,North
215,10826,3492986,No,4,30,E3,37.88,37.88,0,Yes,No,Female,Employee Referral,14,201301,34,Rajasthan,23-03-2013,Joined,ERS,Noida,North
216,1080,2196505,No,6,0,E1,22.28,56.25,27.78,No,No,Male,Direct,3,201301,29,Manipur,22-01-2013,Joined,ERS,Noida,North
217,1307,2214096,No,1,30,E1,26.2,26.2,0,No,No,Male,Direct,4,201301,27,Manipur,30-03-2013,Joined,ERS,Noida,North
218,4092,2434883,Yes,17,60,E2,33.33,188.89,116.67,No,No,Male,Direct,10,201301,36,Manipur,11-12-2013,Joined,ERS,Noida,North
219,4684,2478838,No,5,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,5,201301,29,Manipur,17-01-2014,Joined,ERS,Noida,North
220,5670,2603926,Yes,8,60,E2,23.29,36.99,11.11,No,No,Male,Agency,7,201301,30,Manipur,27-07-2014,Joined,ERS,Noida,North
221,5899,2617986,No,22,60,E2,25,29.17,3.33,No,No,Male,Direct,8,201301,36,Manipur,12-01-2013,Not Joined,ERS,Noida,North
222,5920,2618479,No,2,30,E1,54.76,33.33,-13.85,No,No,Female,Employee Referral,4,201301,28,Manipur,17-01-2013,Not Joined,ERS,Noida,North
223,6930,2946306,Yes,9,30,E1,33.33,31.11,-1.67,No,No,Male,Direct,3,201301,27,Manipur,13-07-2013,Joined,ERS,Noida,North
224,7306,3050781,Yes,67,60,E1,33.33,-20,-40,No,No,Male,Agency,2,201301,26,Manipur,02-08-2013,Joined,ERS,Noida,North
225,8136,3251170,Yes,28,60,E2,33.33,177.78,108.33,Yes,No,Male,Direct,8,201301,40,Manipur,04-12-2013,Joined,ERS,Noida,North
226,8374,3267220,Yes,92,60,E1,33.33,37.78,3.33,No,Yes,Male,Agency,4,201301,26,Manipur,02-11-2013,Joined,ERS,Noida,North
227,9029,3311490,No,14,60,E1,33.33,-6.67,-30,No,No,Male,Agency,2,201301,24,Manipur,03-01-2014,Not Joined,ERS,Noida,North
228,9113,3321465,Yes,2,30,E2,50,41.67,-5.56,No,Yes,Male,Direct,6,201301,32,Manipur,13-01-2014,Joined,ERS,Noida,North
229,10313,3429897,Yes,16,60,E2,60,60,0,No,No,Male,Direct,6,201301,34,Manipur,18-01-2013,Joined,ERS,Noida,North
230,10338,3434403,Yes,46,60,E1,34.8,28.68,-4.55,Yes,No,Male,Agency,3,201301,34,Manipur,23-01-2013,Joined,ERS,Noida,North
231,10562,3458746,No,1,0,E2,17.65,0,-15,No,No,Male,Employee Referral,5,201301,34,Manipur,17-01-2013,Joined,ERS,Noida,North
232,12304,3821185,No,2,0,E1,49.07,42.59,-4.35,No,No,Male,Agency,5,201301,34,Manipur,18-08-2013,Joined,ERS,Noida,North
233,1225,2209208,No,2,0,E1,41.67,21,-14.59,No,Yes,Male,Direct,4,201301,29,Maharashtra,10-03-2013,Joined,ERS,Noida,North
234,1673,2229526,Yes,8,30,E1,86.67,133.33,25,No,No,Male,Employee Referral,1,201301,26,Maharashtra,17-03-2013,Joined,ERS,Noida,North
235,2568,2318368,Yes,17,30,E1,44.44,24.44,-13.85,No,No,Male,Agency,4,201301,33,Maharashtra,16-08-2013,Joined,ERS,Noida,North
236,2729,2344320,Yes,4,30,E1,52.78,45.83,-4.55,No,No,Male,Agency,3,201301,26,Maharashtra,30-06-2013,Joined,ERS,Noida,North
237,4249,2447879,No,17,30,E1,9.09,-43.64,-48.33,No,No,Male,Agency,2,201301,27,Maharashtra,11-01-2014,Joined,ERS,Noida,North
238,4368,2458877,No,1,30,E0,28.57,-48.57,-60,No,No,Male,Direct,1,201301,24,Maharashtra,26-01-2014,Joined,ERS,Noida,North
239,5037,2549481,Yes,67,60,E1,22.22,34.17,9.77,No,Yes,Female,Employee Referral,2,201301,27,Maharashtra,16-02-2013,Joined,ERS,Noida,North
240,5575,2594324,Yes,1,30,E1,38.89,38.89,0,No,No,Male,Agency,4,201301,25,Maharashtra,05-05-2014,Joined,ERS,Noida,North
241,6733,2855569,No,0,60,E1,33.33,33.33,0,No,No,Female,Agency,5,201301,29,Maharashtra,19-05-2013,Joined,ERS,Noida,North
242,7926,3245983,Yes,34,60,E1,44.44,44.44,0,No,No,Female,Employee Referral,3,201301,25,Maharashtra,04-10-2013,Joined,ERS,Noida,North
243,8397,3267632,Yes,92,90,E1,33.33,26.67,-5,Yes,Yes,Female,Agency,3,201301,25,Maharashtra,08-11-2013,Joined,ERS,Noida,North
244,8461,3274053,No,23,90,E1,42.86,16.07,-18.75,Yes,No,Male,Direct,3,201301,26,Maharashtra,26-11-2013,Not Joined,ERS,Noida,North
245,9287,3333152,No,4,30,E1,25,-12.5,-30,No,No,Male,Agency,2,201301,34,Maharashtra,05-02-2014,Joined,ERS,Noida,North
246,10113,3407712,No,63,45,E1,16.53,25,7.27,No,No,Male,Agency,3,201301,34,Maharashtra,12-04-2014,Joined,ERS,Noida,North
247,718,2155155,Yes,18,45,E1,33.33,28.89,-3.33,No,No,Male,Agency,4,201301,27,Telangana,12-05-2014,Joined,ERS,Noida,North
248,1254,2211419,No,4,75,E1,33.33,44.44,8.33,No,No,Male,Direct,3,201301,29,Telangana,18-03-2013,Joined,ERS,Noida,North
249,1875,2281683,No,11,30,E2,27.27,-4.55,-25,No,Yes,Male,Direct,7,201301,30,Telangana,28-04-2013,Joined,ERS,Noida,North
250,4016,2424571,No,0,60,E1,22.22,55.56,27.27,No,No,Male,Agency,4,201301,28,Telangana,26-11-2013,Joined,ERS,Noida,North
251,4747,2483092,Yes,2,60,E1,25,30.68,4.55,No,No,Male,Direct,3,201301,27,Telangana,25-01-2014,Joined,ERS,Noida,North
252,5678,2604163,Yes,25,60,E1,18.18,1.82,-13.85,No,No,Male,Agency,4,201301,28,Telangana,02-01-2013,Joined,ERS,Noida,North
253,5847,2613749,No,3,30,E2,18.18,39.09,17.69,No,No,Male,Employee Referral,7,201301,34,Telangana,28-02-2013,Joined,ERS,Noida,North
254,6734,2855595,No,4,60,E1,33.33,40,5,No,No,Male,Agency,3,201301,28,Telangana,20-05-2013,Not Joined,ERS,Noida,North
255,6911,2926215,Yes,11,60,E1,33.33,6.67,-20,No,No,Male,Agency,2,201301,30,Telangana,09-07-2013,Not Joined,ERS,Noida,North
256,7760,3230017,Yes,42,60,E1,33.33,33.33,0,No,No,Male,Agency,3,201301,27,Telangana,30-11-2013,Joined,ERS,Noida,North
257,8145,3256739,No,3,30,E1,52.63,31.58,-13.79,No,No,Male,Agency,3,201301,25,Telangana,06-12-2013,Joined,ERS,Noida,North
258,8427,3270611,No,21,60,E1,33.33,-33.33,-50,No,No,Male,Agency,1,201301,25,Telangana,16-11-2013,Joined,ERS,Noida,North
259,8989,3305141,No,3,60,E2,18.81,3.96,-12.5,No,Yes,Male,Agency,6,201301,31,Telangana,23-12-2013,Joined,ERS,Noida,North
260,9300,3333665,No,2,30,E1,40,18,-15.71,No,No,Male,Agency,4,201301,34,Telangana,09-02-2014,Not Joined,ERS,Noida,North
261,10406,3443290,No,1,60,E2,75.68,41.89,-19.23,No,No,Male,Direct,8,201301,34,Telangana,10-02-2013,Not Joined,ERS,Noida,North
262,11473,3606220,Yes,6,0,E1,34.62,25,-7.14,Yes,No,Male,Agency,4,201301,34,Telangana,01-04-2013,Joined,ERS,Noida,North
263,11908,3671470,No,3,45,E1,29.17,29.17,0,No,No,Male,Direct,4,201301,34,Telangana,19-06-2013,Joined,ERS,Noida,North
264,12123,3728012,Yes,10,0,E1,37.78,33.33,-3.23,No,No,Male,Employee Referral,3,201301,34,Telangana,27-07-2013,Joined,ERS,Noida,North
265,444,3512053,Yes,23,30,E2,59.17,49.22,-6.25,Yes,No,Male,Employee Referral,6,201301,31,Bihar,08-01-2014,Joined,ERS,Noida,North
266,540,2118878,Yes,1,60,E1,44.44,27.78,-11.54,No,No,Male,Direct,5,201301,33,Bihar,05-04-2014,Joined,ERS,Noida,North
267,1083,2196666,Yes,20,30,E1,81.82,56.82,-13.75,No,Yes,Male,Direct,3,201301,29,Bihar,22-01-2013,Joined,ERS,Noida,North
268,1283,2212858,No,33,30,E1,18.18,9.09,-7.69,No,No,Male,Employee Referral,4,201301,28,Bihar,26-03-2013,Joined,ERS,Noida,North
269,2714,2341375,No,1,60,E1,29.31,-3.45,-25.33,No,No,Male,Direct,4,201301,30,Bihar,26-06-2013,Not Joined,ERS,Noida,North
270,4496,2464668,Yes,54,60,E1,22.22,55.56,27.27,No,No,Male,Agency,5,201301,27,Bihar,25-02-2014,Joined,ERS,Noida,North
271,4519,2468551,No,0,60,E1,18.18,27.27,7.69,No,No,Female,Agency,5,201301,28,Bihar,19-12-2013,Joined,ERS,Noida,North
272,4769,2483268,Yes,4,60,E1,9.09,32,21,No,No,Male,Direct,5,201301,30,Bihar,28-01-2014,Joined,ERS,Noida,North
273,5546,2593929,No,1,45,E2,33.33,88.89,41.67,No,No,Male,Agency,8,201301,30,Bihar,31-03-2014,Joined,ERS,Noida,North
274,5881,2614642,Yes,79,60,E1,18.18,74.55,47.69,No,No,Male,Direct,4,201301,26,Bihar,07-01-2013,Joined,ERS,Noida,North
275,6330,2814268,Yes,0,75,E2,21.74,21.74,0,No,No,Male,Agency,6,201301,30,Bihar,09-05-2013,Joined,ERS,Noida,North
276,6474,2824864,No,8,60,E1,33.33,17.78,-11.67,No,No,Male,Agency,3,201301,28,Bihar,18-03-2013,Joined,ERS,Noida,North
277,7624,3221187,Yes,8,60,E2,30,30,0,No,No,Male,Agency,7,201301,25,Bihar,25-10-2013,Not Joined,ERS,Noida,North
278,8233,3258055,No,0,60,E1,33.33,33.33,0,No,No,Male,Agency,4,201301,29,Bihar,21-09-2013,Joined,ERS,Noida,North
279,8862,3300127,Yes,3,30,E1,50,-2.5,-35,No,No,Male,Employee Referral,3,201301,30,Bihar,04-02-2014,Joined,ERS,Noida,North
280,10268,3424636,Yes,4,45,E1,37.5,37.5,0,No,No,Male,Agency,3,201301,34,Bihar,07-01-2013,Joined,ERS,Noida,North
281,11286,3578191,Yes,5,45,E1,44.44,37.78,-4.62,No,No,Male,Employee Referral,5,201301,34,Bihar,31-05-2013,Not Joined,ERS,Noida,North
282,1478,2222381,Yes,13,30,E1,55.17,7.76,-30.56,No,Yes,Female,Direct,6,201301,31,Kerala,11-05-2013,Joined,ERS,Noida,North
283,1876,2281687,Yes,0,45,E1,38.89,38.89,0,No,Yes,Male,Direct,4,201301,28,Kerala,29-04-2013,Joined,ERS,Noida,North
284,4395,2460494,Yes,8,60,E1,22.22,38.89,13.64,No,No,Male,Direct,5,201301,29,Kerala,29-01-2014,Not Joined,ERS,Noida,North
285,4442,2463819,Yes,28,45,E1,33.33,31.11,-1.67,Yes,Yes,Male,Agency,3,201301,25,Kerala,09-02-2014,Joined,ERS,Noida,North
286,4646,2474884,Yes,2,60,E1,40.94,34.53,-4.55,No,No,Male,Direct,4,201301,28,Kerala,12-01-2014,Joined,ERS,Noida,North
287,4776,2483298,Yes,4,30,E1,66.67,30.56,-21.67,No,No,Male,Direct,3,201301,26,Kerala,28-01-2014,Joined,ERS,Noida,North
288,5815,2613508,Yes,1,30,E1,18.18,5.45,-10.77,No,No,Male,Agency,5,201301,30,Kerala,16-02-2013,Joined,ERS,Noida,North
289,6760,2856582,No,1,30,E1,33.33,22.22,-8.33,No,No,Male,Agency,3,201301,29,Kerala,27-05-2013,Joined,ERS,Noida,North
290,7419,3195651,Yes,27,30,E3,6.9,6.9,0,Yes,No,Male,Employee Referral,9,201301,31,Kerala,29-08-2013,Joined,ERS,Noida,North
291,8120,3250992,No,34,30,E1,33.33,11.11,-16.67,No,No,Male,Agency,2,201301,27,Kerala,30-11-2013,Joined,ERS,Noida,North
292,8432,3270717,No,1,30,E1,33.33,-16.67,-37.5,No,No,Female,Agency,2,201301,24,Kerala,17-11-2013,Joined,ERS,Noida,North
293,10569,3458952,Yes,65,45,E1,50,-10,-40,No,No,Male,Employee Referral,4,201301,34,Kerala,19-01-2013,Joined,ERS,Noida,North
294,11403,3599581,Yes,25,45,E1,54.32,29.63,-16,No,No,Male,Agency,2,201301,34,Kerala,22-03-2013,Joined,ERS,Noida,North
295,838,2171367,Yes,6,30,E1,33.33,28.89,-3.33,No,No,Male,Direct,3,201301,25,Haryana,11-01-2013,Joined,ERS,Noida,North
296,914,2180284,Yes,9,30,E1,33.33,8.33,-18.75,No,No,Male,Direct,3,201301,28,Haryana,02-02-2013,Joined,ERS,Noida,North
297,1465,2221838,Yes,1,60,E2,25,25,0,No,Yes,Male,Direct,5,201301,34,Haryana,09-05-2013,Joined,ERS,Noida,North
298,1631,2226443,No,4,45,E2,33.33,96.67,47.5,No,Yes,Male,Direct,5,201301,33,Haryana,02-06-2013,Joined,ERS,Noida,North
299,1747,2246619,Yes,2,30,E2,33.33,133.33,75,No,Yes,Male,Employee Referral,8,201301,34,Haryana,02-04-2013,Joined,ERS,Noida,North
300,4201,2444080,No,1,30,E1,27.66,31.91,3.33,No,No,Male,Agency,3,201301,29,Haryana,05-01-2014,Joined,ERS,Noida,North
301,4391,2460436,Yes,1,30,E1,100,50,-25,No,No,Female,Direct,3,201301,35,Haryana,28-01-2014,Joined,ERS,Noida,North
302,4983,2544597,No,2,30,E1,22.22,-13.33,-29.09,No,No,Male,Agency,2,201301,24,Haryana,28-01-2014,Joined,ERS,Noida,North
303,5984,2636668,Yes,5,30,E1,31.94,25,-5.26,No,No,Male,Employee Referral,4,201301,31,Haryana,07-02-2013,Joined,ERS,Noida,North
304,6134,2789926,Yes,1,60,E1,17.02,11.7,-4.55,No,No,Female,Employee Referral,3,201301,27,Haryana,23-03-2013,Not Joined,ERS,Noida,North
305,8045,3250511,Yes,47,30,E2,53.85,36.16,-11.5,Yes,No,Male,Agency,7,201301,33,Haryana,08-11-2013,Joined,ERS,Noida,North
306,8362,3266860,Yes,34,45,E1,33.33,44.44,8.33,No,Yes,Female,Agency,4,201301,29,Haryana,30-10-2013,Joined,ERS,Noida,North
307,10278,3428515,Yes,6,60,E2,55.74,50.82,-3.16,No,No,Male,Direct,7,201301,34,Haryana,10-01-2013,Joined,ERS,Noida,North
308,10503,3453455,No,6,30,E1,75.1,94.55,11.11,No,No,Female,Agency,3,201301,34,Haryana,05-01-2013,Joined,ERS,Noida,North
309,527,2117926,No,3,30,E1,30.68,30.68,0,No,No,Female,Direct,4,201301,29,Punjab,03-11-2013,Joined,ERS,Noida,North
310,858,2174437,Yes,52,30,E1,33.33,17.78,-11.67,No,Yes,Male,Direct,3,201301,27,Punjab,16-01-2013,Joined,ERS,Noida,North
311,1106,2198231,Yes,3,60,E1,18.18,-9.09,-23.08,No,No,Female,Direct,5,201301,29,Punjab,01-02-2013,Not Joined,ERS,Noida,North
312,2705,2341260,Yes,24,60,E3,33.33,33.33,0,No,No,Female,Agency,10,201301,34,Punjab,24-06-2013,Joined,ERS,Noida,North
313,4393,2460467,Yes,11,30,E1,22.22,22.22,0,No,No,Female,Direct,5,201301,32,Punjab,29-01-2014,Joined,ERS,Noida,North
314,4752,2483172,Yes,10,30,E1,15.74,4.17,-10,No,No,Male,Direct,3,201301,28,Punjab,26-01-2014,Joined,ERS,Noida,North
315,5079,2556024,Yes,10,30,E1,119.51,90.24,-13.33,No,No,Male,Direct,1,201301,32,Punjab,02-04-2013,Joined,ERS,Noida,North
316,5476,2590137,No,11,60,E1,34.92,4.76,-22.35,No,No,Male,Agency,4,201301,29,Punjab,27-05-2014,Not Joined,ERS,Noida,North
317,5986,2636806,Yes,1,45,E1,40,5,-25,No,No,Female,Direct,4,201301,33,Punjab,08-02-2013,Joined,ERS,Noida,North
318,9747,3374526,No,3,45,E1,25,8.33,-13.33,No,No,Male,Agency,7,201301,34,Punjab,22-10-2013,Joined,ERS,Noida,North
319,11620,3618375,No,2,0,E2,37.5,31.25,-4.55,No,No,Female,Agency,6,201301,34,Punjab,21-04-2013,Joined,ERS,Noida,North
320,571,2124683,No,29,90,E1,22.22,55.56,27.27,No,No,Male,Direct,5,201301,31,Uttar Pradesh,10-05-2014,Joined,ERS,Noida,North
321,1420,2220200,Yes,40,45,E1,44.44,38.89,-3.85,Yes,No,Male,Employee Referral,2,201301,26,Uttar Pradesh,02-05-2013,Joined,ERS,Noida,North
322,2419,2286868,No,2,45,E1,59.72,38.89,-13.04,No,Yes,Female,Direct,4,201301,29,Uttar Pradesh,13-07-2013,Joined,ERS,Noida,North
323,4674,2478640,No,6,60,E1,22.22,61.33,32,No,No,Male,Agency,5,201301,31,Uttar Pradesh,16-01-2014,Not Joined,ERS,Noida,North
324,5027,2545504,Yes,23,30,E1,35.71,17.86,-13.16,No,No,Male,Direct,4,201301,30,Uttar Pradesh,22-01-2013,Joined,ERS,Noida,North
325,5679,2604165,Yes,46,45,E1,18.18,5.45,-10.77,No,No,Male,Agency,5,201301,28,Uttar Pradesh,03-01-2013,Not Joined,ERS,Noida,North
326,7747,3229727,Yes,4,90,E1,33.33,24.44,-6.67,No,No,Male,Agency,4,201301,26,Uttar Pradesh,28-11-2013,Joined,ERS,Noida,North
327,7866,3238956,No,0,45,E1,33.33,22.22,-8.33,Yes,Yes,Male,Agency,3,201301,28,Uttar Pradesh,19-09-2013,Joined,ERS,Noida,North
328,8262,3262451,Yes,2,30,E1,33.33,-1.11,-25.83,No,No,Male,Agency,2,201301,26,Uttar Pradesh,29-09-2013,Not Joined,ERS,Noida,North
329,9759,3374831,Yes,12,60,E1,81.82,43.94,-20.83,No,No,Female,Agency,3,201301,34,Uttar Pradesh,29-10-2013,Not Joined,ERS,Noida,North
330,10036,3393391,No,1,45,E1,81.82,127.27,25,No,Yes,Male,Direct,2,201301,34,Uttar Pradesh,04-07-2014,Joined,ERS,Noida,North
331,10518,3457289,Yes,12,0,E1,28.57,-14.29,-33.33,No,No,Male,Employee Referral,6,201301,34,Uttar Pradesh,07-01-2013,Joined,ERS,Noida,North
332,280,3046652,Yes,1,60,E1,60,26,-21.25,No,No,Male,Agency,4,201301,28,Andhra Pradesh,29-07-2013,Joined,ERS,Noida,North
333,292,3211556,Yes,66,60,E3,-19.23,15.38,42.86,No,No,Male,Employee Referral,13,201301,35,Andhra Pradesh,21-08-2013,Joined,ERS,Noida,North
334,399,3377286,No,0,30,E1,76.47,76.47,0,No,No,Male,Direct,2,201301,23,Andhra Pradesh,02-01-2014,Joined,ERS,Noida,North
335,621,2134959,Yes,3,0,E1,45.83,41.67,-2.86,No,No,Female,Employee Referral,2,201301,30,Andhra Pradesh,24-06-2014,Joined,ERS,Noida,North
336,1357,2217261,No,2,60,E2,2.71,-22.97,-25,No,No,Male,Direct,7,201301,35,Andhra Pradesh,16-04-2013,Not Joined,ERS,Noida,North
337,2599,2322784,Yes,4,30,E1,38.3,11.7,-19.23,No,No,Female,Agency,3,201301,26,Andhra Pradesh,22-08-2013,Not Joined,ERS,Noida,North
338,5879,2614469,No,3,30,E2,33.33,116.67,62.5,No,No,Male,Employee Referral,6,201301,29,Andhra Pradesh,06-01-2013,Joined,ERS,Noida,North
339,6243,2807621,Yes,34,60,E2,28.97,28.97,0,No,No,Male,Direct,5,201301,27,Andhra Pradesh,19-04-2013,Joined,ERS,Noida,North
340,7931,3246031,Yes,73,45,E2,28.57,14.29,-11.11,No,No,Male,Agency,7,201301,31,Andhra Pradesh,05-10-2013,Joined,ERS,Noida,North
341,8266,3262688,Yes,96,45,E1,33.33,28.89,-3.33,Yes,Yes,Male,Agency,2,201301,26,Andhra Pradesh,29-09-2013,Joined,ERS,Noida,North
342,9,2127572,Yes,16,0,E1,-20,-20,0,No,No,Female,Direct,8,201301,34,Goa,16-02-2013,Joined,Healthcare,Noida,North
343,6181,2796732,No,57,90,E1,36.36,36.36,0,No,No,Male,Direct,4,201301,27,Goa,01-04-2013,Joined,Healthcare,Noida,North
344,1234,2209959,No,0,0,E1,26.67,26.67,0,No,Yes,Male,Direct,2,201301,29,Jharkhand,12-03-2013,Joined,Healthcare,Noida,North
345,8992,3305190,No,2,90,E1,12.07,12.07,0,No,No,Male,Direct,4,201301,27,Chandigarh,23-12-2013,Not Joined,Healthcare,Noida,North
346,9352,3337768,No,10,30,E1,44.44,44.44,0,No,No,Male,Agency,4,201301,34,Tripura,23-02-2014,Not Joined,Healthcare,Noida,North
347,2842,2351533,Yes,8,30,E1,23.6,23.6,0,No,No,Male,Agency,3,201301,31,Uttarkhand,28-07-2013,Joined,Healthcare,Noida,North
348,5741,2605569,Yes,62,60,E3,47.37,47.37,0,No,No,Male,Direct,9,201301,34,Uttarkhand,21-01-2013,Joined,Healthcare,Noida,North
349,7543,3213568,No,22,30,E1,63.64,63.64,0,No,No,Male,Direct,2,201301,26,Uttarkhand,30-09-2013,Joined,Healthcare,Noida,North
350,11981,3687051,Yes,15,0,E1,75,75,0,Yes,Yes,Male,Agency,3,201301,34,Uttarkhand,07-07-2013,Joined,Healthcare,Noida,North
351,2774,2345141,Yes,48,60,E1,100,100,0,No,Yes,Male,Agency,4,201301,29,Delhi,09-07-2013,Joined,Healthcare,Noida,North
352,6363,2816309,Yes,50,45,E1,29.55,29.55,0,No,No,Male,Employee Referral,3,201301,28,Delhi,18-05-2013,Joined,Healthcare,Noida,North
